,name,categories,lat,lng,zipcode
35454,Southside Farm Supply,Pet Store,27.98006736,-82.12100975,33563
35455,OBA Ostingers,Baseball Field,27.92150617,-82.12417603,33567
35456,Spivey Farms,Farm,27.92623886,-82.12513746,33567
35457,Crossroads Seafood and Steakhouse,Seafood Restaurant,27.93835106,-82.11992884,33567
35458,sr60 and cr39,Intersection,27.93758518,-82.12127355,33567
35459,39 & 60,Intersection,27.93776032,-82.12210269,33563
35460,Metals and Nature,Construction & Landscaping,27.93741278,-82.13723302,33567
35461,Everglades Equipment Group,Farm,27.93647027,-82.15274069,33567
35462,Race trac,Convenience Store,27.94610813,-82.14574215,33567
35463,Skydive Tampa,Airport,27.930052,-82.03925,33860
35464,Circle K,Convenience Store,27.949643,-82.054914,33811
35465,Redbox,Video Store,27.950702,-82.055372,33811
35466,Pizza Hut,Pizza Place,27.92270708,-82.21985718,33567
35467,Twilight Zone,Bar,27.92715009,-82.055595,33567
35468,7-Eleven,Convenience Store,27.9371712,-82.2198827,33594
35469,County Line Rd & Hwy 60,Intersection,27.9271639,-82.05546111,33567
35470,Arby's,Fast Food Restaurant,27.93835113,-82.22629631,33594
35471,Tim's Cafe,American Restaurant,27.85092115,-82.0876658,33547
35472,Brown's Country Corner,Grocery Store,27.981445,-82.078462,33566
35473,Marathon 7*,Gastropub,27.85093411,-82.08158061,33547
35474,"Branch Water, Inc.",Construction & Landscaping,27.955566,-82.029173,33811
35475,Riverview High School Band Room,High School,27.85044959,-82.31286527,33578
35476,The Reef at Riverview HS,American Restaurant,27.85132231,-82.31267425,33569
35477,SONIC Drive In,Fast Food Restaurant,27.8546324,-82.3150605,33569
35478,Domino's Pizza,Pizza Place,27.85432128,-82.3168678,33569
35479,Great Clips,Salon / Barbershop,27.8522905,-82.304518,33569
35480,The UPS Store,Shipping Store,27.85300939,-82.30307937,33569
35481,CVS pharmacy,Pharmacy,27.85387049,-82.30244213,33569
35482,Balm Riverview & Boyette,Intersection,27.84691738,-82.31618591,33569
35483,First Choice Hair Cutters,Cosmetics Shop,27.852659,-82.30454933,33569
35484,Kenny's Liquor II,Liquor Store,27.85283253,-82.3038006,33569
35485,Public's Parking Lot,Plaza,27.85269279,-82.30314854,33569
35486,CVS pharmacy,Pharmacy,27.85670008,-82.32733356,33578
35487,Hungry Howie's Pizza And Subs,Pizza Place,27.85479755,-82.32625147,33578
35488,CJ's Saloon,Karaoke Bar,27.85980064,-82.32718082,33578
35489,Walgreens,Pharmacy,27.85765264,-82.32740164,33578
35490,Little Caesars Pizza,Pizza Place,27.85586482,-82.32565029,33578
35491,Dollar Tree,Discount Store,27.85663218,-82.3252777,33578
35492,Dairy Queen,Fast Food Restaurant,27.85651374,-82.33076997,33578
35493,Joia Fabulous Pizza & Martini Bar,Italian Restaurant,27.85498345,-82.32805181,33578
35494,7-Eleven,Convenience Store,27.85573774,-82.32755855,33578
35495,Peck's Flame Broiled Chicken,BBQ Joint,27.87058187,-82.3269436,33578
35496,7-Eleven,Convenience Store,27.85402675,-82.30133057,33569
35497,S&S Taco,Taco Place,27.84647937,-82.32606507,33569
35498,Petco - Brandon,Pet Store,27.85700712,-82.32729741,33511
35499,AT&T,Mobile Phone Shop,27.85484107,-82.32824418,33578
35500,Dickey's Barbecue Pit,Restaurant,27.85469192,-82.32842888,33578
35501,ABC Pizza,Italian Restaurant,27.87655645,-82.32635409,33578
35502,Riverview Sandwich Shop,Sandwich Place,27.87154643,-82.32697474,33578
35503,Winn Dixie,Grocery Store,27.88048077,-82.32804283,33578
35504,Dunkin',Donut Shop,27.84135383,-82.33057245,33578
35505,Redbox,Video Store,27.856694,-82.326769,33578
35506,Dollar Tree,Discount Store,27.87879175,-82.32660162,33578
35507,Enterprise Rent-A-Car,Rental Car Location,27.86686254,-82.32616459,33578
35508,Dollar General,Discount Store,27.8750793,-82.32752284,33578
35509,SUBWAY,Sandwich Place,27.85824636,-82.32526997,33578
35510,Baskin-Robbins,Ice Cream Shop,27.87785485,-82.3262004,33578
35511,Save-A-Lot,Grocery Store,27.85851467,-82.32534097,33578
35512,SUBWAY,Sandwich Place,27.8794323,-82.32730642,33578
35513,Franks & Subs,Sandwich Place,27.85514714,-82.32879991,33578
35514,Family Dollar,Department Store,27.8785643,-82.32668266,33578
35515,Trust Me BBQ,BBQ Joint,27.86513363,-82.32653957,33578
35516,The Sports Club 24/7,Gym,27.85497838,-82.32846687,33578
35517,Redbox,Video Store,27.879634,-82.326748,33578
35518,McDonald's,Fast Food Restaurant,27.85566818,-82.32610725,33578
35519,Ace Golf,Golf Course,27.85399747,-82.27864665,33569
35520,Three Brothers BBQ,BBQ Joint,27.85449238,-82.31692544,33569
35521,Foxy Nails & Spa,Spa,27.85281798,-82.30498809,33569
35522,Winn-Dixie,Grocery Store,27.85603461,-82.32527489,33578
35523,Pizzas & Stuff,Pizza Place,27.84741845,-82.3286511,33578
35524,Bright House,Business Service,27.83810841,-82.29084849,33569
35525,St. Stephens Sports Field,Athletics & Sports,27.85085696,-82.28415647,33569
35526,Klever Klippers,Cosmetics Shop,27.87746522,-82.32707919,33569
35527,Boyette Air,Business Service,27.837733,-82.280884,33569
35528,Love Story Florist,Flower Shop,27.878018,-82.32632664,33578
35529,Alafia River,River,27.85767923,-82.34689237,33569
35530,River's Edge Bar,Dive Bar,27.83886323,-82.34860362,33534
35531,Lake Fantasia,Lake,27.86744749,-82.34833706,33578
35532,I9 Sports Soccer,Soccer Field,27.85248081,-82.28314893,33569
35533,I9 Sports Football,Athletics & Sports,27.85114078,-82.28467084,33569
35534,La Villa Mexican Grill,Mexican Restaurant,27.85446689,-82.2725795,33596
35535,SUBWAY,Sandwich Place,27.85396456,-82.2723499,33569
35536,The Garden Cart,Flower Shop,27.85348573,-82.29343576,33569
35537,Waypoint Property Inspections,Home Service,27.85943352,-82.29153514,33569
35538,Akira Habachi & Sushi Bar,Sushi Restaurant,27.85214423,-82.26812358,33569
35539,Jet's Pizza,Pizza Place,27.85324514,-82.26774661,33547
35540,Beef 'O' Brady's,American Restaurant,27.87473394,-82.26896486,33596
35541,Bloomingdale Golfers Club,Golf Course,27.87753755,-82.25854458,33596
35542,Shell,Gas Station,27.82904747,-82.30319204,33569
35543,FishHawk Ranch YMCA,Gym,27.85104708,-82.2537232,33547
35544,Hit The Trails Running,Sporting Goods Shop,27.85427,-82.25355,33569
35545,"Cruise Planners - Sherry Leybovich ECCS, LCS, CTA",Travel Agency,27.82661323,-82.30331186,33569
35546,The Fish House,Seafood Restaurant,27.72055455,-82.45764528,33570
35547,Canoe launch,Harbor / Marina,27.70307779,-82.45765507,33570
35548,Pirates Point Fishing Camp,Harbor / Marina,27.71777592,-82.45653943,33570
35549,HANDY 67,Convenience Store,27.70064239,-82.45688326,33570
35550,Go Fishing Tampa Bay Inc.,Boat or Ferry,27.719357,-82.457502,33570
35551,Bayside Tree Service,Garden,27.70678326,-82.44709253,33570
35552,Little Harbor Tiki Beach Bar,Bar,27.72236535,-82.4569745,33570
35553,Sunset Grill at Little Harbor,American Restaurant,27.72970875,-82.47611792,33570
35554,popi's place,Breakfast Spot,27.72706644,-82.43413427,33570
35555,Los Amigos,Mexican Restaurant,27.72403982,-82.4330435,33570
35556,Dog House & More,American Restaurant,27.72045097,-82.43698597,33570
35557,The Resort and Club at Little Harbor,Hotel,27.728599,-82.473821,33570
35558,Hydro Harvest Farms,Farm,27.72046949,-82.42023587,33570
35559,Sunset Lounge & Tiki Bar,Lounge,27.72980062,-82.47605521,33570
35560,Bernie's,American Restaurant,27.70440518,-82.44257028,33570
35561,SUBWAY,Sandwich Place,27.72601894,-82.4342702,33570
35562,Circle K,Gas Station,27.687177,-82.469984,33570
35563,Hardee's,Fast Food Restaurant,27.71561683,-82.43344463,33570
35564,Family Dollar,Discount Store,27.719384,-82.433837,33570
35565,Winn-Dixie,Grocery Store,27.7272633,-82.43276319,33570
35566,Hook's,Seafood Restaurant,27.73019109,-82.47444785,33570
35567,Dollar General,Discount Store,27.69409887,-82.43328517,33570
35568,FBC of Ruskin Sports Fields,Soccer Field,27.71256489,-82.44552537,33570
35569,Shell Point Marina,Harbor / Marina,27.71878312,-82.47970218,33570
35570,Little Harbor Marina,Boat or Ferry,27.7280221,-82.47399857,33570
35571,great wall chinese food,Chinese Restaurant,27.69409708,-82.43331898,33570
35572,Big Lots,Convenience Store,27.69406744,-82.43329623,33570
35573,Burger King,Fast Food Restaurant,27.736192,-82.430605,33572
35574,McDonald's,Fast Food Restaurant,27.73547967,-82.42947042,33570
35575,CircleK,Gas Station,27.7352602,-82.4308006,33572
35576,Little Manatee River,River,27.69290919,-82.42216892,33570
35577,Ruskin Family Drive-In Theatre,Movie Theater,27.7367029,-82.42775211,33572
35578,Publix at SouthShore Village,Grocery Store,27.7373464,-82.4301929,33572
35579,Four Stacks Brewing Company,Brewery,27.74717323,-82.41407207,33572
35580,China Wok,Chinese Restaurant,27.7144407,-82.39128755,33570
35581,Great Clips,Salon / Barbershop,27.73772073,-82.42987812,33572
35582,Salty Shamrock Gastro Grille,Gastropub,27.76815579,-82.39298717,33572
35583,Little Manatee River State Park,Trail,27.67073541,-82.37637514,33598
35584,Dollar General,Discount Store,27.77078884,-82.39236862,33572
35585,Apollo's Bistro,Restaurant,27.77603698,-82.40374386,33572
35586,GNC,Supplement Shop,27.71507057,-82.37464868,33573
35587,Winn-Dixie,Grocery Store,27.76793803,-82.39411465,33572
35588,Dollar General,Discount Store,27.71397408,-82.35538994,33573
35589,Bella Cucina Family Italian Restaurant,Italian Restaurant,27.7142865,-82.3530891,33573
35590,Great American Cookies,Bakery,27.64599278,-82.45300052,33710
35591,The Golf Club at Cypress Creek,Golf Course,27.72488715,-82.37842705,33573
35592,The UPS Store,Shipping Store,27.77088278,-82.39371066,33572
35593,San Remos Pizza,Pizza Place,27.77076408,-82.39226629,33572
35594,Apollo Beach Golf Club,Golf Course,27.77060549,-82.41571726,33572
35595,"Alpha Pizza, Pasta, & Prime",Pizza Place,27.78229984,-82.42368705,33572
35596,Shell,Gas Station,27.77317297,-82.39601699,33572
35597,Tuesday Morning,Furniture / Home Store,27.7143651,-82.3543383,33573
35598,Circle K,Convenience Store,27.713181,-82.3965321,33570
35599,KFC,Fried Chicken Joint,27.71358811,-82.39360343,33570
35600,TD Bank,Bank,27.76662971,-82.39414975,33572
35601,Beef O' Brady's,American Restaurant,27.77037881,-82.39358623,33572
35602,Fiore's,American Restaurant,27.71524377,-82.37465302,33573
35603,RaceTrac,Gas Station,27.712313,-82.393457,33570
35604,Hillsborough County Rest Area I-75 Northbound,Rest Area,27.68248821,-82.42083524,33570
35605,Goodwill,Thrift / Vintage Store,27.71489173,-82.39193214,33570
35606,Big Lots,Big Box Store,27.71448248,-82.39247257,33570
35607,South Shore Pizza,Pizza Place,27.73087787,-82.37689942,33570
35608,Save-A-Lot,Grocery Store,27.71412488,-82.35491847,33573
35609,Cockroach bay boat ramp,Harbor / Marina,27.68707431,-82.52046382,33570
35610,Vinoy Park,Park,27.77836669,-82.62572203,33701
35611,North Shore Park,Park,27.78222165,-82.62534413,33701
35612,The Dali Museum,Art Museum,27.76612896,-82.63137326,33701
35613,Demens Landing Park,Park,27.77023244,-82.63036741,33701
35614,North Straub Park,Park,27.77638616,-82.63115644,33701
35615,Paciugo Gelato & Caffè,Ice Cream Shop,27.77554927,-82.63214305,33701
35616,Mahaffey Theater,Concert Hall,27.76715592,-82.63210559,33701
35617,Boyd Hill Nature Preserve,Trail,27.72460368,-82.64944402,33705
35618,South Straub Park,Park,27.77300482,-82.63259927,33701
35619,Locale Market,Gourmet Shop,27.77385341,-82.63485764,33701
35620,Albert Whitted Park,Park,27.766351,-82.629455,33708
35621,Annata Wine Bar,Winery,27.7756316,-82.63221178,33701
35622,The Mill,Restaurant,27.77111715,-82.63644369,33701
35623,Red Mesa Cantina,Mexican Restaurant,27.76985048,-82.63692938,33701
35624,The Vinoy® Renaissance St. Petersburg Resort & Golf Club,Resort,27.77815176,-82.63010502,33701
35625,North Shore Aquatic Complex,Pool,27.78222797,-82.62639922,33701
35626,Farmtable Kitchen,New American Restaurant,27.77381709,-82.63481769,33701
35627,The Ale and The Witch,Bar,27.77394768,-82.63359124,33701
35628,Campus Grind,Coffee Shop,27.76338535,-82.6345127,33701
35629,Vinoy Resort Golf Club,Golf Course,27.79693892,-82.62100124,33704
35630,The Mandarin Hide,Cocktail Bar,27.77124936,-82.63615514,33701
35631,The Canopy,Lounge,27.77601965,-82.63224307,33701
35632,the avenue eat/drink,Burger Joint,27.77017912,-82.63766951,33701
35633,Starbucks,Coffee Shop,27.78133288,-82.63864097,33701
35634,BellaBrava,Italian Restaurant,27.7737426,-82.6329663,33701
35635,Stillwaters Tavern,Gastropub,27.7741594,-82.6327728,33701
35636,Kahwa South,Coffee Shop,27.7692874,-82.6357123,33701
35637,Bodega,Latin American Restaurant,27.77107104,-82.65054621,33705
35638,The Galley,Gastropub,27.77170281,-82.63837916,33701
35639,Morean Arts Center,Art Gallery,27.7712398,-82.6443174,33701
35640,The Chattaway Drive-in,American Restaurant,27.74837703,-82.63824544,33705
35641,Tropical Smoothie Cafe,Café,27.78422,-82.63813,33701
35642,MEZE 119,Vegetarian / Vegan Restaurant,27.77223636,-82.63555829,33701
35643,Trader Joe's,Grocery Store,27.79725748,-82.63894605,33704
35644,Red Mesa Mercado,Mexican Restaurant,27.77151371,-82.64997891,33705
35645,Hampton Inn & Suites St. Petersburg/Downtown,Hotel,27.77173983,-82.63362385,33701
35646,La V Vietnamese Fusion,Asian Restaurant,27.77122466,-82.63929425,33701
35647,Al Lang Stadium,Soccer Stadium,27.76901753,-82.63333793,33701
35648,Brick & Mortar,Restaurant,27.77116336,-82.64100502,33701
35649,Schakolad Chocolate Factory,Dessert Shop,27.77125227,-82.63846784,33701
35650,Kilwin's,Dessert Shop,27.77396203,-82.63271698,33701
35651,Hollander Hotel,Hotel,27.7765446,-82.63897729,33701
35652,Ford's Garage,Burger Joint,27.769893,-82.635819,33701
35653,Kahwa Coffee,Coffee Shop,27.7775058,-82.63556168,33701
35654,Munch's Restaurant,American Restaurant,27.73298661,-82.64060772,33705
35655,Jannus Live,Music Venue,27.77174282,-82.63601361,33701
35656,Ciccio Cali,New American Restaurant,27.80702954,-82.63549517,33704
35657,Cycle Brewing,Brewery,27.77107616,-82.64095408,33701
35658,Sab Cafe,Asian Restaurant,27.7745015,-82.6334039,33701
35659,Casita Taqueria,Mexican Restaurant,27.79701222,-82.63821421,33704
35660,Engine No. 9,Burger Joint,27.77182756,-82.64685195,33705
35661,The Hyppo Gourmet Ice Pops,Ice Cream Shop,27.77130291,-82.64227901,33701
35662,Bavaro's Pizza Napoletana & Pastaria,Italian Restaurant,27.7713008,-82.64787282,33705
35663,St. Petersburg Shuffleboard Club,Sports Club,27.77576919,-82.64114614,33701
35664,North Shore Dog Park,Dog Run,27.77970851,-82.62787342,33701
35665,Green Bench Brewing Co.,Brewery,27.77158901,-82.65063371,33705
35666,Rollin' Oats,Supermarket,27.79832245,-82.64700959,33704
35667,The Fresh Market,Grocery Store,27.79903538,-82.63901359,33704
35668,Oak & Stone,Steakhouse,27.77123914,-82.63542217,33701
35669,The Burg Bar & Grill,American Restaurant,27.77096555,-82.65749905,33712
35670,Station House,American Restaurant,27.77023688,-82.6364044,33701
35671,Ruth's Chris Steak House,Steakhouse,27.7737233,-82.634196,33701
35672,Three Birds Tavern,Pub,27.78671601,-82.63882146,33704
35673,Sunken Gardens,Garden,27.79022378,-82.63783237,33704
35674,Coffee Pot Park,Park,27.79968444,-82.63389719,33704
35675,Old NE Tavern,Pub,27.77950517,-82.63577931,33701
35676,ARTpool Gallery & Vintage Boutique,Art Gallery,27.77091542,-82.66071612,33712
35677,Hawkers Asian Street Fare,Asian Restaurant,27.771334,-82.651435,33705
35678,Buya Ramen,Ramen Restaurant,27.77131227,-82.64721569,33705
35679,Butterfields,American Restaurant,27.5401846,-82.4808518,34219
35680,3 Daughters Brewery,Brewery,27.7688957,-82.66259424,33712
35681,Chief's Creole Cafe,Cajun / Creole Restaurant,27.76108751,-82.66293581,33712
35682,Burger Monger,Burger Joint,27.78541681,-82.63839777,33701
35683,American Stage Theatre,Theater,27.7732204,-82.63711002,33701
35684,Weedon Island Preserve,Nature Preserve,27.84522357,-82.61053562,33702
35685,Metro Diner,Diner,27.819983,-82.639058,33703
35686,Room 901: A conversation bar,Bar,27.77045951,-82.64696659,33705
35687,Pizza Box,Pizza Place,27.77128435,-82.64735731,33705
35688,Dog Bar Saint Pete,Bar,27.77086217,-82.66469491,33712
35689,State Theatre,Music Venue,27.77130896,-82.64335861,33701
35690,Trip's Diner,Diner,27.79380693,-82.64649239,33704
35691,Ellenton Ice & Sports Complex,Skating Rink,27.53844223,-82.50939456,34222
35692,Daddy Kool Records,Record Shop,27.77095272,-82.64299857,33701
35693,Firehouse Cultural Center,Art Gallery,27.71951339,-82.43262579,33570
35694,"RSC Construction & Painting, LLC",Construction & Landscaping,27.71964178,-82.43135333,33570
35695,Ruskin Commongood Boat Park,Park,27.71946046,-82.43613399,33570
35696,The 41 Smoke Shop,Smoke Shop,27.72147217,-82.43367351,33570
35697,Barbara's Family Restaurant,Breakfast Spot,27.714914,-82.433776,33570
35698,Grannies Country Cooking,American Restaurant,27.71487529,-82.43373524,33570
35699,RSC Construction & Painting LLC,Home Service,27.72596505,-82.42396116,33570
35700,S&S Tacos & Stuff (Ruskin),Mexican Restaurant,27.71300481,-82.43464503,33570
35701,Asian Fusion Buffet,Asian Restaurant,27.75070911,-82.41209503,33572
35702,Casa De Don Juan,Mexican Restaurant,27.72800821,-82.4336788,33570
35703,Mirabay Wolf Creek Park,Park,27.74451814,-82.42468274,33572
35704,Perry's Everything,Home Service,27.7335836,-82.408453,33570
35705,shoppes of apollo beach,Shopping Mall,27.74484831,-82.41534677,33572
35706,EG Simmons Park,Park,27.73895433,-82.46308249,33570
35707,Sparkle N Sprinkle,Arts & Crafts Store,27.71434981,-82.39338324,33570
35708,South Shore Gymnastics & Tumbling,Gym,27.76339572,-82.40097397,33572
35709,Anytime Fitness,Gym,27.76221,-82.39487,33572
35710,Dunkin',Donut Shop,27.76869404,-82.39309139,33572
35711,SUBWAY,Sandwich Place,27.76873519,-82.39297989,33572
35712,Müv,Pharmacy,27.763187,-82.3955,33572
35713,Hungry Howies,Pizza Place,27.76665989,-82.39501192,33572
35714,Apollo Beach Park,Park,27.765388,-82.41246,33572
35715,Apollo Bistro Racket Club,Sports Club,27.77591556,-82.40399825,33572
35716,Winn Dixie,Grocery Store,27.75181132,-82.41221762,33572
35717,Porky's,Food Truck,27.74935612,-82.379023,33607
35718,Tampa Bay Exotics,Pet Store,27.75656786,-82.37367421,33578
35719,Adams Networks Inc,IT Services,27.76859,-82.36762,33572
35720,Yogurtology,Ice Cream Shop,27.93199941,-82.50756598,33629
35721,PDQ Tenders Salads & Sandwiches,Fried Chicken Joint,27.92542584,-82.50629614,33629
35722,Soho Sushi,Sushi Restaurant,27.9446501,-82.49654214,33609
35723,"Pool Perfection, LLC",Pool,27.72506189,-82.36217916,33772
35724,Dirty Rotten Landscaping,Construction & Landscaping,27.72433536,-82.35937357,33573
35725,Pub,Café,27.724611,-82.366991,33573
35726,Freedom Plaza at Sun City Center,Assisted Living,27.72442083,-82.36680865,33573
35727,China Chen,Asian Restaurant,27.71453302,-82.33570977,33573
35728,Sally's Beauty Supply,Cosmetics Shop,27.71397255,-82.33621597,33573
35729,The UPS Store,Shipping Store,27.71384525,-82.3373025,33573
35730,Redbox,Video Store,27.75229867,-82.33515619,33598
35731,SUBWAY,Sandwich Place,27.71457946,-82.33565836,33573
35732,Murphy USA,Gas Station,27.71327038,-82.33367092,33598
35733,McDonald's,Fast Food Restaurant,27.71288354,-82.33673892,33573
35734,Caloosa Golf and Country Club,Professional & Other Places,27.732379,-82.34385955,33573
35735,Sun City Center Inn,Hotel,27.71348885,-82.3513426,33573
35736,big bull frog creek,River,27.71226612,-82.34487378,33573
35737,Walmart Supercenter,Big Box Store,27.71484018,-82.33256027,33598
35738,I-75 & College Ave,Intersection,27.71269126,-82.38478985,33573
35739,Tobacco Depot,Smoke Shop,27.71462289,-82.33573377,33573
35740,Florida Railroad Museum,Museum,27.58972259,-82.42432287,34219
35741,C&K Smokehouse BBQ,BBQ Joint,27.57061063,-82.42532112,34219
35742,Publix,Grocery Store,27.55702072,-82.44709071,34219
35743,Michelangelo Pizza,Pizza Place,27.55719041,-82.44654066,34219
35744,Prospect Curve,Scenic Lookout,28.31037,-82.237517,33576
35745,Sun Heritage Park,Park,27.693773,-82.458494,33570
35746,Cockroch Bay ESC Boardwalk,Trail,27.67835875,-82.49725295,33570
35747,Peach's Restaurant - Ellenton,American Restaurant,27.53381688,-82.50374578,34222
35748,Rockstar Baseball Garage,Athletics & Sports,28.329865,-82.315591,33576
35749,Wendy's,Fast Food Restaurant,28.33042139,-82.2915853,33525
35750,Eddie's Roller Rink,Skating Rink,28.33051116,-82.29722666,33576
35751,Redbox,Video Store,28.341717,-82.286413,33576
35752,Florida Estates Winery,Winery,28.33421729,-82.39734931,34639
35753,Starbucks,Coffee Shop,28.23799394,-82.34156039,33543
35754,O'Brien's Irish Pub Wesley Chapel,Pub,28.23598566,-82.35209978,33544
35755,Sonny's BBQ,BBQ Joint,28.23492206,-82.34919459,33543
35756,Bealls Outlet,Clothing Store,28.23519571,-82.35203748,33544
35757,Chili's Grill & Bar,Tex-Mex Restaurant,28.23721591,-82.34490432,33543
35758,T-Mobile,Mobile Phone Shop,28.23632902,-82.34666955,33544
35759,Chase Bank,Bank,28.2371539,-82.3441975,33543
35760,Enterprise Rent-A-Car,Rental Car Location,28.2366612,-82.35082127,33543
35761,Hertz,Rental Car Location,28.238827,-82.342363,33543
35762,Treehoppers,Tree,28.3780749,-82.35523102,33525
35763,Pizza Hut,Pizza Place,28.2380106,-82.3416665,33543
35764,Eastbay Lakes Poolside,Gym,27.843437,-82.34855925,33534
35765,Victory Lane,Gas Station,27.854897,-82.339535,33578
35766,Class On Glass Tint Studio,Construction & Landscaping,27.855505,-82.339893,33578
35767,RaceTrac,Convenience Store,27.855617,-82.340139,33578
35768,Aaron's,Furniture / Home Store,27.84782,-82.33163,33578
35769,SPEEDY SELECT,Convenience Store,27.86492518,-82.36907182,33578
35770,Lake St. Charles Playground,Park,27.88098937,-82.34620892,33578
35771,Lake St Charles Nature Trail,Trail,27.88186,-82.339005,33578
35772,Bob Billa's SHJ Plumbing LLC,Home Service,27.80246865,-82.27545261,33579
35773,Gator Communication Systems Inc,IT Services,27.80263948,-82.27568865,33579
35774,Smiths Five Star Moving Co.,Home Service,27.80362647,-82.27515221,33579
35775,New York New York Pizza,Pizza Place,27.79159412,-82.31672403,33579
35776,Snap Fitness,Gym,27.79168636,-82.31680959,33569
35777,China Fun,Chinese Restaurant,27.79151653,-82.31675841,33579
35778,Panther Trace Clubhouse II,Playground,27.80995759,-82.30855042,33579
35779,Cherry's Bar & Grill,American Restaurant,27.84213161,-82.2147882,33547
35780,Park Square,Plaza,27.84224645,-82.20733125,33547
35781,Fishhawk Ranch Garden District,Plaza,27.84473883,-82.20667144,33547
35782,Palm Riverside Pizzeria & Grill,Pizza Place,27.94267475,-82.38545158,33619
35783,Redbox,Big Box Store,27.9944,-82.2879,33584
35784,SUBWAY,Sandwich Place,27.98178533,-82.28366294,33584
35785,Checkers,Fast Food Restaurant,27.98190287,-82.28513119,33584
35786,McDonald's,Fast Food Restaurant,27.981209,-82.285408,33584
35787,Pizza USA,Pizza Place,27.98314506,-82.27746932,33584
35788,Johnson Barbeque,BBQ Joint,28.01165496,-82.27981803,33563
35789,Camping World,Campground,28.01258898,-82.26699829,33584
35790,Valrico Rd and Wheeler Rd,Intersection,27.974518,-82.252849,33584
35791,E L Bing Park,Park,28.01896932,-82.29261923,33584
35792,M & M Grocery,Grocery Store,27.96717208,-82.25260448,33527
35793,K & H Custom Creations,Bakery,27.96448708,-82.2552948,33594
35794,Your Tobacco Source,Smoke Shop,28.00271882,-82.29549408,33584
35795,Shell,Gas Station,28.00241046,-82.30202776,33584
35796,Bob Evans Restaurant,American Restaurant,28.0085254,-82.30171941,33584
35797,pruitt rd & 5!79,Intersection,28.00943693,-82.30245936,33584
35798,Lazy Days Cafe,Café,28.00691385,-82.30786012,33584
35799,Beef 'O' Brady's,Wings Joint,27.98086752,-82.28866787,33584
35800,I-4 / I-75 Interchange,Intersection,28.00208651,-82.32706368,33584
35801,Delta Food Mart,Smoke Shop,27.97419952,-82.27767745,33584
35802,Graceland Estates by Maronda Homes,Construction & Landscaping,28.037834,-82.303964,33592
35803,Tampa Bay Florida,Beach,28.03092368,-82.34978505,33610
35804,Wawa,Convenience Store,27.996863,-82.372347,33610
35805,Okahumpka Service Plaza - Florida's Turnpike,Rest Area,28.78658661,-81.98220203,34748
35806,Dunkin',Donut Shop,28.78154548,-81.97263916,34785
35807,Dunkin',Donut Shop,28.78677741,-81.98217212,34785
35808,Wendy's,Fast Food Restaurant,28.78603421,-81.98111773,34785
35809,Nature's Table Bistro,Sandwich Place,28.7869659,-81.98198574,33585
35810,Just Sod,Construction & Landscaping,27.6786102,-82.4783217,33586
35811,Redbox,Video Store,27.687177,-82.469984,33570
35812,Shell,Gas Station,27.68718719,-82.46954673,33570
35813,Popi's Place III,Diner,27.60950205,-82.53897314,34221
35814,Andersen RacePark,Racetrack,27.60588261,-82.5412923,34221
35815,7-Eleven,Convenience Store,27.60169268,-82.51272786,34221
35816,Moccasin Wallow Golf Club,Golf Course,27.59790708,-82.49851644,34221
35817,TK Grill & Barbeque,BBQ Joint,27.599675,-82.512332,34221
35818,Port Manatee,Boat or Ferry,27.63248457,-82.56092703,34221
35819,Del Monte Distribution Center - Port Manatee,American Restaurant,27.63197169,-82.56212068,34221
35820,Publix,Grocery Store,27.54371792,-82.47329437,34219
35821,Shake Station,American Restaurant,27.52148205,-82.52071927,34222
35822,Bath & Body Works,Cosmetics Shop,27.53435125,-82.5070826,34222
35823,Waterlefe Golf & River Club,Golf Course,27.51447559,-82.44157791,34212
35824,The Clam House,Seafood Restaurant,27.51763551,-82.56639732,34221
35825,Popi's Place IV,Diner,27.52161732,-82.52415002,34222
35826,MacDill AFB Fitness Center,Gym,27.84845325,-82.48531478,33621
35827,Wine Madonna,Lounge,27.77394117,-82.63369208,33701
35828,Bright House,Business Service,27.96341864,-82.20752835,33527
35829,William Owen Pass Park,Baseball Field,27.95951078,-82.20847137,33527
35830,Keith Waller Park,Soccer Field,27.9576349,-82.20763793,33527
35831,Valrico Soccer,Soccer Field,27.95754727,-82.20807323,33527
35832,Sydney Dover Park,Trail,27.93810306,-82.20993119,33527
35833,Sydney washer and 60,Intersection,27.93777296,-82.20307774,33527
35834,"Florida Concrete, LLC",Construction & Landscaping,27.9369081,-82.1855984,33527
35835,Canoe Escape,Campground,28.08050846,-82.28549277,33592
35836,Orbital Paintball,Paintball Field,28.07724384,-82.28904018,33592
35837,Antioch Park,Baseball Field,28.08551454,-82.24226248,33565
35838,Capri Pizza & More II,Pizza Place,28.144411,-82.312788,33647
35839,Circle K,Gas Station,28.0802,-82.328949,33592
35840,New China King,Chinese Restaurant,28.14528227,-82.28278605,33647
35841,Starbucks,Coffee Shop,28.06951219,-82.36752091,33637
35842,Wilderness Park Off Road Trails,Trail,28.07499704,-82.34290812,33592
35843,Minerva Indian Restaurant,Indian Restaurant,28.14595902,-82.35453105,33647
35844,Mulligan's Irish Pub,Pub,28.15437694,-82.35042893,33647
35845,Dunkin',Donut Shop,28.14469984,-82.28223503,33647
35846,Heritage Isles,Golf Course,28.1471553,-82.28776418,33647
35847,Bow Wow Boutique,Pet Store,28.14335762,-82.29160537,33647
